trialId,publicTitle,secondaryId,scientificTitle,inclusionCriteria,exclusionCriteria,interventions,primarySponsor,healthConditions,publicContactAffiliation,scientificContactAffiliation
NCT04605822,Melanoma Detection in Switzerland With VECTRA,2020-02482; sp20Maul;,Clinical Performance of the New Artificial-intelligence Powered 3D Total Body Photography System VECTRA® in Early Melanoma Detection and Its Impact on Patients' Burden of Disease: A Prospective Cohort Study in a Real-world Setting,"Es können alle Personen teilnehmen, die ≥ 18 Jahre alt sind und ein Hochrisikoprofil für die Entwicklung eines schwarzen Hautkrebses (Melanoms) haben. Einer der folgenden Kriterien muss erfüllt sein:
-	Schwarzer Hautkrebs (inklusive Vorstufe „Melanoma in situ“) in der Vorgeschichte 
-	Vorhandensein von  ≥ 100 Muttermalen oder  ≥ 5 atypischen (leicht veränderten/auffälligen) Muttermalen
-	Diagnose eines Syndroms mit vielen auffälligen Muttermalen 
-	Genetische Besonderheiten 
-	Schwarzer Hautkrebs in der Familie (≥ 1 erst- und/oder zweitgradige Verwandte)
-	Verdachtsdiagnose schwarzer Hautkrebs gestellt durch einen Hautarzt","Ausschlusskriterien sind bekannte psychologische Erkrankungen, wie z.B. Depressionen, und dunkelbraune und schwarze Hauttypfarben.",Device: 2D imaging FotoFinder ATBM® Master imaging system<br>Device: 3D imaging Total Body Photography Vectra® WB360<br>Device: Smartphone application (SkinVision®)<br>Other: Standard-of-care clinical assessment of the skin<br>,"University Hospital, Basel, Switzerland",Melanoma (Skin)<br>,"Department of Dermatology, University Hospital Basel",nan
NCT04608318,Ibrutinib Monotherapy Versus Fixed-duration Venetoclax Plus Obinutuzumab Versus Fixed-duration Ibrutinib Plus Venetoclax in Patients With Previously Untreated Chronic Lymphocytic Leukaemia (CLL),2019-003854-99;CLL17,"A Phase 3 Multicentre, Randomized, Prospective, Open-label Trial of Ibrutinib Monotherapy Versus Fixed-duration Venetoclax Plus Obinutuzumab Versus Fixed-duration Ibrutinib Plus Venetoclax in Patients With Previously Untreated Chronic Lymphocytic Leukaemia (CLL)","- Dokumentierte Chronische lymphatische Leukämie 
- Mindestalter 18 Jahre
- Lebenserartung von mehr als 6 Monaten","- Es dürfen keine weiteren schweren Erkrankungen vorl iegen. 
- Es darf keine gleichzeitige Einnahme von bestimmten Medikamenten oder Medikamenten in anderen klinischen Prüfungen erfolgen.
- Ebenfalls von einer Studienteilnahme ausgeschlossen sind schwangere und stillende Frauen.",Biological: Ibrutinib;Biological: Venetoclax;Biological: Obinutuzumab,German CLL Study Group,Chronic Lymphoid Leukemia,German CLL Study Group;,German CLL Study Group;
NCT04609436,SmartCardia Wireless Recorder as a Telemetry System,CER 2020-0141;,Clinical Use of the SmartCardia Wireless Recorder as a Telemetry System in Patients Hospitalized Outside Intensive Care (the SMART-TEL Study Trial),Tout patient devant bénéficier d’un monitoring devant durer au moins 48 heures peut être inclus dans l’étude. Les patients allergiques au sparadrap ou refusant de participer seront exclus de l’étude.,"Les critères d’exclusion sont:
- le refus du patient de participer, 
- une allergie au sparadrap ou une maladie cutanée empêchant de coller le système sur la peau 
- un examen IRM
- la présence d'une plaie thoracique, 
- une déformation sévère du thorax
- âge < 18
- grossesse
- patients participants à une autre étude
- déformation importante du thorax","Device: Cardiac monitoring with the wireless device ""SmartCardia""<br>",University Hospital Freiburg,"Arrhythmias, Cardiac<br>Monitoring<br>",nan,Hirslanden Cecil
NCT04610216,Investigation of the Automatic Technology on the Naída M Hearing Devices,ABIntl-20-15;,Investigation of the Automatic Technology on the Naída M Hearing Devices,La participation est ouverte à toutes les personnes qui souffrent d’un déficit auditif compensé par deux implants cochléaires Advanced Bionics ou un implant cochléaire et une prothèse auditive utilisés depuis au moins 6 mois. En outre les personnes devront avoir au moins 18 ans et avoir obtenu des résultats supérieurs à 5 dB SNR au test Matrix français lors de leur dernière visite clinique.,"La participation est en revanche fermée aux femmes enceintes ou allaitantes et aux personnes qui ne peuvent pas remplir les exigences de l’étude (par exemple effectuer le test de Matrix en français, remplir des questionnaires).",Device: Naida CI M hearing device<br>,Advanced Bionics AG,Cochlear Hearing Loss<br>,angelica.perez-fornos@hcuge.ch,nan
NCT04610398,Perioperative Dexamethasone Reduces Postoperative Pain and Nausea After Hip Arthroscopy,DEXA and HAS,Perioperative Dexamethasone Reduces Postoperative Pain and Nausea After Hip Arthroscopy- a Double-blinded Placebo Controlled RCT,"Älter als 18 Jahre

Elektive geplante Hüftarthroskopie einseitig oder elektive geplante PAO
Keine vormalige Hüftoperation
Vollnarkose","Chronische Schmerzen
Immunsupprimiert
Probleme mit Niere oder Leber
Relevante Allergien
Schwanger
Contraindiktationen für Dexamethason",Drug: Dexamethasone 4mg;Drug: NaCl 0.9%,Balgrist University Hospital,"Pain, Postoperative;Nausea, Postoperative;Opioid Use",PI,PI
NCT04610411,Evaluation of the Accuracy of Surgical Navigation in Spine Instrumentation Using Augmented Reality,HoloNavigation,Evaluation of the Accuracy of Surgical Navigation in Spine Instrumentation Using Augmented Reality,"- Indikation zur operativen Instrumentation der Wirbelsäule (Os Sacrum, L1-L5, Th1-Th12) ohne oder mit Korrektur einer Fehlhaltung.
- Anatomische Anpassung des Stabimplantats notwendig
- Der Teilnehmer ist in der Lage, seine Einverständniserklärung zu geben. 
- Unterzeichnete schriftliche Einwilligungserklärung nach erfolgter mündlicher und schriftlicher Aufklärung.
- Männliche und weibliche Patienten im Alter von mindestens 18 Jahren.
- Indikation für eine präoperative CT-Aufnahme der lumbalen Wirbelsäule.
- Vorhandensein einer präoperativen Planung, die anhand 3D CT-Bildgebung erstellt wurde. 
- First-in-man Kohorte: ASA Score I - II","- Schwangere oder stillende Frauen
- Notfallsituationen
- Andere bekannte klinisch signifikante Begleiterkrankungen (z.B. Infektionen, Tumore, co-existente Arthrose).
- Bekannte oder vermutete Nichteinhaltung des Prüfplans wie Drogen- oder Alkoholmissbrauch.
- Unfähigkeit des Patienten dem Prüfungsverfahren zu folgen, z.B. wegen Sprachproblemen, psychischen Erkrankungen, Demenz etc.
- Es gibt keine konventionelle, operative Behandlung auf die zurückgegriffen werden kann, falls das MP intraoperativ nicht eingesetzt werden kann.",Device: surgical navigation;Other: standard surgical method,Balgrist University Hospital,Surgery,Balgrist University Hospital;,Balgrist University Hospital;
NCT04610450,The Performance of a Robot-assisted Minimally Invasive Direct Cochlear Access for Cochlear Implantation,RCI-NEXT,The Performance of a Robot-assisted Minimally Invasive Direct Cochlear Access for Cochlear Implantation,"* Probanden, die ein Cochlea-Implantat erhalten werden
* Unterzeichnete und datierte Einverständniserklärung","* Alter unter 18 Jahren
* Schwangerschaft
* Der Abstand der geplanten Bohrtrajektorie zum Gesichtsnerv beträgt < 0,4 mm 
* Der Abstand der geplanten Bohrtrajektorie zu den Chorda tympani beträgt < 0,3 mm",Device: HEARO;Device: OTOPLAN,"University Hospital Inselspital, Berne",Sensorineural Hearing Loss,University Hospital Bern (Inselspital),University Hospital Bern (Inselspital)
NCT04612179,Post-Market Registry to Evaluate the Safety and Efficacy of the The SUPRAFLEX CRUZ™ Sirolimus Eluting Coronary Stent System in the Treatment of an Octo- and Nonagenerian All-Comer Patient Cohort With Coronary Artery Disease - the Cruz Senior Study,Cruz-Senior;,Post-Market Registry to Evaluate the Safety and Efficacy of the The SUPRAFLEX CRUZ™ Sirolimus Eluting Coronary Stent System in the Treatment of an Octo- and Nonagenerian All-Comer Patient Cohort With Coronary Artery Disease - the Cruz Senior Study,"	Schriftliche Einwilligung des Patienten oder eines Rechtsver-treters nach Bereitstellung der Studieninformationen.
	Alter ≥ 80 Jahre.
	Signifikante de-novo oder Re-Stenose in mind. einem Koro-nargefäß.
	Patienten mit NSTE-ACS, instabiler / stabiler Angina oder stummer Myokardischämie (keine Begrenzung der Anzahl behandelter Läsionen und Gefäße: geplante Staged Proce-dures innerhalb von 3 Monaten sind bei Verwendung eines SUPRAFLEX CRUZ™ Sirolimus-eluierenden Koronarstents zulässig).
	Zielläsion (target lesion), die für eine perkutane Koronarin-tervention (PCI) geeignet ist, unter Verwendung eines SUPRAFLEX CRUZ™ Sirolimus-eluierenden Koronarstents; Durchmesser zwischen 2.0 und 4.5 mm
	Gesamtlänge der Läsion: 6 – 120 mm","Einschlusskriterien: 
	Schriftliche Einwilligung des Patienten oder eines Rechtsvertreters nach Bereitstellung der Studieninformationen.
	Alter ≥ 80 Jahre.
	Signifikante de-novo oder Re-Stenose in mind. einem Koronargefäß.
	Patienten mit NSTE-ACS, instabiler / stabiler Angina oder stummer Myokardischämie (keine Begrenzung der Anzahl behandelter Läsionen und Gefäße: geplante Staged Procedures innerhalb von 3 Monaten sind bei Verwendung eines SUPRAFLEX CRUZ™ Sirolimus-eluierenden Koronarstents zulässig).
	Zielläsion (target lesion), die für eine perkutane Koronarintervention (PCI) geeignet ist, unter Verwendung eines SUPRAFLEX CRUZ™ Sirolimus-eluierenden Koronarstents; Durchmesser zwischen 2.0 und 4.5 mm
	Gesamtlänge der Läsion: 6 – 120 mm
Ausschlusskriterien:
	Patienten mit ST-Hebungs-Infarkt (STE-ACS)
	Hämodynamische Instabilität oder kardiogener Schock
	Bekannte Hypersensitivität oder Kontraindikation für den Studienstent (inkl. Medikamentenbeschichtung), Kontrastmittel, oder duale antithrombozytäre Therapie (DAPT) gemäß aktueller Praxis
	Komorbide Erkrankung mit einer Lebenserwartung < 1 Jahr oder die zu einer Protokollverletzung führen kann
	Teilnahme an einer anderen parallel laufenden klinischen Prüfung mit Arzneimitteln oder Medizinprodukten
	Patienten unter gesetzlicher Betreuung oder in Pflegschaft",Device: The SUPRAFLEX CRUZ™ Sirolimus eluting coronary stent system<br>,IHF GmbH - Institut für Herzinfarktforschung,Coronary Disease<br>,"Charite University, Berlin, Germany",nan
NCT04613986,Therapeutic Plasma Exchange as an Adjunctive Strategy to Treat Coagulopathy and Inflammation in Severe Covid-19,SD01;,"Randomized, Prospective, Open-label, Controlled Parallel-group Trial Investigating the Efficacy of Therapeutic Plasma Exchange as an Adjunctive Strategy to Treat the Systemic Inflammatory Response Against SARS-CoV2 and the Associated Coagulopathy","- SARS CoV2 Infektion
- schwerer Krankheitsverlauf (beatmet auf der Intensivstation)
- Zeichen der Entzündung (CRP > 100 mg/L)
- Zeichen der Gerinnungsaktivierung (D-Dimer > 10 mg/L)","- Teilnahme an einer anderen Interventionsstudie
- Schwangerschaft
- extrakorporale Membranoxygenierung (ECMO)",Device: therapeutic plasmaexchnage<br>,University of Zurich,Severe Covid-19<br>,nan,nan
NCT04614116,Cold Induced Futile Cycles In White Adipose Tissue,Cold exposure of WAT;,Cold Induced Futile Cycles In White Adipose Tissue: Quantification And Characterization With Dual Glucose Analysis,"Unterschriebene Zustimmung 
Männliche, gesunde Freiwillige, zwischen 18-45 Jahre alt","Medikamente gegen metabolische Erkrankungen (Zucker, Colesterin...)
BMI > 25 kg/m2
Erhöhte Blutglucose, Nieren- oder Leberwerte",Diagnostic Test: 13C-Glucose injection<br>Diagnostic Test: FDG PET/CT<br>Other: External cooling<br>,Kantonsspital Baden,Metabolism Disorder<br>,nan,nan
NCT04618133,Time-restricted Eating in Morning Chronotype,2020-01439,"Time-restricted Eating to Improve Body Fat Mass in Overweight and Obese Individuals With Morning Chronotype: A Randomized, Open-label, Multi-arm Trial","- Hommes ou femmes non-ménopausées
- Age de 25 à 50 ans
- Indice de masse corporelle de 25 à 34 kg/m2
- Poids stable
- Chronotype du matin","- Régime amaigrissant ou jeûne intermittent 
- Travail à horaires irréguliers, notamment en soirée ou de nuit
- Voyage dans un autre fuseau horaire (décalage de 2h ou plus, possibilité de décaler les rendez-vous d'entente avec l'équipe de recherche)",Behavioral: Early time-restricted eating;Behavioral: Late time-restricted eating;Behavioral: Active control,"Tinh-Hai Collet, MD",Overweight and Obesity,"Geneva University Hospitals, Geneva;","Geneva University Hospitals, Geneva;"
NCT04620733,RESPONSE: Response to Seladelpar in Subjects With Primary Biliary Cholangitis (PBC) and an Inadequate Control to or an Intolerance to Ursodeoxycholic Acid (UDCA),CB8025-32048,"RESPONSE: A Placebo-controlled, Randomized, Phase 3 Study to Evaluate the Efficacy and Safety of Seladelpar in Patients With Primary Biliary Cholangitis (PBC) and an Inadequate Response to or an Intolerance to Ursodeoxycholic Acid (UDCA)","Die Studienteilnehmer müssen unter anderem die folgenden Kriterien erfüllen, um für die Studienteilnahme infrage zu kommen:
1. Alter zwischen 18 und (einschliesslich) 75 Jahren.
2. Männer oder Frauen mit diagnostizierter PBC auf Grundlage von zwei der
folgenden Kriterien:
a. ALP über 1,0 x ULN über mindestens 6 Monate in der Anamnese.
b. Positiver AMA-Titer (>1:40 bei Immunfluoreszenz oder M2-positiv durch
ELISA) oder positive PBC-spezifische ANAs.
c. Dokumentierte Ergebnisse der Leberbiopsie, die mit PBC
übereinstimmen.
3. UDCA in den letzten 12 Monaten (>3 Monate mit stabiler Dosis vor dem
Screening) ODER Unverträglichkeit gegenüber UDCA (letzte UDCA-Dosis >3
Monate vor dem Screening).","Unter anderem dürfen die Studienteilnehmer keines der folgenden Kriterien erfüllen, um für die Studienteilnahme infrage zu kommen:
1. Frühere Exposition gegenüber Seladelpar (MBX-8025).
2. Eine andere medizinische Erkrankung als PBC, die nach Meinung des Prüfarztes
eine vollständige Teilnahme an der Studie ausschliessen (z. B. Krebs) oder deren
Ergebnisse beeinträchtigen würde (z. B. Morbus Paget, jegliche aktive Infektion).
3. Fortgeschrittene PBC, definiert anhand der Rotterdam-Kriterien (Albumin unter
dem unteren Grenzwert des Normalbereichs UND Gesamt-Bilirubin über 1,0 x
ULN) oder andere chronische Lebererkrankungen.",Drug: Seladelpar 10 mg;Drug: Placebo;Drug: Seladelpar 5 mg,"CymaBay Therapeutics, Inc.",Primary Biliary Cholangitis,nan,nan
NCT04625530,Perioperative Management in Gynaecological Carcinoma Surgery,nan,"Perioperative Management With Ferric Carboxymaltose and Tranexamic Acid to Reduce Transfusion Rate in Gynaecological Carcinoma Surgery: a Single-blind, Mono-centre, Randomized Trial","Informierte Einwilligung wie durch Unterschrift dokumentiert 
Frauen mit operierbaren gynäkologischen Karzinomen mit Hämoglobinwerten zwischen 90-135 g/l und Serum Ferritin < 250 µg/l bei der Rekrutierung
Alter >18 Jahre
Schwangerschaftstest negativ bei Frauen unter 50 Jahren und bei Frauen über 50 Jahren mit Monatsblutungen. Der Schwangerschaftstest wird bei Frauen nach 50 Jahren und einem Ausbleiben der Monatsblutung von mehr als einem Jahr nicht durchgeführt.","Überempfindlichkeit oder Allergie gegen Eisen(III)-Carboxymaltose oder Tranexamsäure kennen
Anamnese oder gegenwärtige Laborzeichen von Blutungsstörungen, Koagulopathie oder thromboembolischen Ereignissen
Vorgeschichte von Myokardinfarkt innerhalb des letzten Jahres, gegenwärtige instabile Angina pectoris oder schwere Koronarerkrankung
Erhöhter Plasmakreatininspiegel 
Unfähigkeit, dem Ablauf der Studie zu folgen (Sprachprobleme, schwere psychiatrische oder psychische Störungen)
Eisenüberlastung 
aktuelle Verabreichung von intravenösem Eisen oder vorherige intravenöse Eisentherapie oder Bluttransfusion innerhalb von drei Monaten
Das Datum geplanter Operation liegt ausserhalb von 28 Tagen nach dem Datum von Rekrutierung 
andere klinisch bedeutsame Begleiterkrankungen (z.B. Leberfunktionsstörungen, Herz-Kreislauf-Erkrankungen usw.)
Teilnahme an einer weiteren Studie mit Prüfpräparat innerhalb der 30 Tage 
Einschreibung des Untersuchungsbeauftragten, seiner Familienangehörigen, Mitarbeiter und anderer abhängiger Personen",nan,"University Hospital, Basel, Switzerland",nan,"Department of Obstetrics and Gynaecology, University Hospital Basel;","Department of Obstetrics and Gynaecology, University Hospital Basel;"
NCT04626427,"The WavelinQ™ Arterio-Venous Endovascular Fistula: A Global, Post-Market Investigation",BDPI-19-005,"The WavelinQ™ Arterio-Venous Endovascular Fistula: A Global, Multi-Center, Prospective, Post-Market, Confirmatory, Interventional, Investigation","o     Teilnehmende müssen in der Lage sein, freiwillig in die Teilnahme an der Studie einzuwilligen und bereit sein, die Anforderungen der Studie einschliesslich der Nachkontrollen zu erfüllen.
o	Es kommen Männer und Frauen (nicht schwanger) in Frage, die älter sind als 18 Jahre und ein etabliertes, nicht-reversibles Nierenversagen haben, zum Zeitpunkt der Voruntersuchung Hämodialyse erhalten und nach Einschätzung des überweisenden Arztes einen vaskulären Zugang für eine Hämodialyse benötigen.
o	Die Teilnehmenden müssen die anatomischen Einschlussbedingungen erfüllen, die mittels Bildgebung bestimmt werden.","o	Die Teilnehmenden dürfen keine nachweisbaren medizinischen Erkrankungen haben, die dazu führen könnten, dass die Anforderungen der Studie nicht erfüllt, die Interpretation der Daten beeinträchtigt oder die die Lebenserwartung beeinflusst werden, wobei die Untersuchungen und Nachkontrollen nicht absolviert werden können (Blutungsstörungen, unzureichende Herzleistung, intravenöser Drogenmissbrauch, aktive Infektion am Tag des Eingriffs, geplante grössere chirurgische Eingriffe 30 Tage vor oder 6 Monate nach dem Eingriff usw.) und die Teilnehmenden dürfen derzeit nicht an anderen klinischen Studien mit (nicht kommerziellen) Arzneimitteln oder Geräten teilnehmen. 
o	Die Teilnehmenden dürfen keine bekannten Allergien, Überempfindlichkeiten oder unerwünschten Wirkungen auf Kontrastmittel, Sedierung und Anästhesie haben, die nicht durch eine Prämedikation ausreichend behandelt werden können.
o	Die Teilnehmenden dürfen keine anatomischen Ausschlusskriterien erfüllen, die ggf. mittels Bildgebung ermittelt werden.",Device: WavelinQ™ EndoAVF System,C. R. Bard,"End Stage Kidney Disease;Chronic Kidney Diseases;Kidney Failure;Kidney Insufficiency;Kidney Disease, Chronic;AV Fistula;Fistulas Arteriovenous","University Health Network, Toronto;The Queen Elizabeth Hospital;University Hospital of Patras;","University Health Network, Toronto;The Queen Elizabeth Hospital;University Hospital of Patras;"
